A104,정보통신융합부,30
A107,정보통신융합부,30
A112,정보통신융합부,30
A114,정보통신융합부,30
A116,정보통신융합부,30
A117,정보통신융합부,30
A122,정보통신융합부,30
A123,정보통신융합부,30
A124,정보통신융합부,30
A125,정보통신융합부,30
A127,정보통신융합부,30
A132,정보통신융합부,30
A134,정보통신융합부,30
A137,정보통신융합부,30
A203,정보통신융합부,30
A217,정보통신융합부,30
A223,정보통신융합부,30
A226,정보통신융합부,30
A231,정보통신융합부,30
A304,정보통신융합부,30
A305,정보통신융합부,30
A306,정보통신융합부,30
A323,정보통신융합부,30
A325,정보통신융합부,30
A327,정보통신융합부,30
A333,정보통신융합부,30
A334,정보통신융합부,30
A335,정보통신융합부,30
A337,정보통신융합부,30
A402,정보통신융합부,30
A411,정보통신융합부,30
A415,정보통신융합부,30
A416,정보통신융합부,30
A417,정보통신융합부,30
A422,정보통신융합부,30
A431,정보통신융합부,30
A432,정보통신융합부,30
A433,정보통신융합부,30
A434,정보통신융합부,30
A436,정보통신융합부,30
A437,정보통신융합부,30
A501,교양학부,30
A503,교양학부,30
A504,교양학부,30
A524,교양학부,30
A532,교양학부,30
A534,교양학부,30
A536,교양학부,30
A537,교양학부,30
B103,의료IT마케팅학과,30
B106,의료IT마케팅학과,30
B111,의료IT마케팅학과,30
B112,의료IT마케팅학과,30
B116,의료IT마케팅학과,30
B122,의료IT마케팅학과,30
B123,의료IT마케팅학과,30
B124,의료IT마케팅학과,30
B127,의료IT마케팅학과,30
B133,의료IT마케팅학과,30
B134,의료IT마케팅학과,30
B202,의료IT마케팅학과,30
B205,의료IT마케팅학과,30
B211,의료IT마케팅학과,30
B212,의료IT마케팅학과,30
B213,의료IT마케팅학과,30
B216,의료IT마케팅학과,30
B222,의료IT마케팅학과,30
B226,의료IT마케팅학과,30
B227,의료IT마케팅학과,30
B232,의료IT마케팅학과,30
B235,의료IT마케팅학과,30
B236,의료IT마케팅학과,30
B301,의료IT마케팅학과,30
B304,의료IT마케팅학과,30
B305,의료IT마케팅학과,30
B306,의료IT마케팅학과,30
B307,의료IT마케팅학과,30
B312,의료IT마케팅학과,30
B313,의료IT마케팅학과,30
B316,의료IT마케팅학과,30
B325,의료IT마케팅학과,30
B331,의료IT마케팅학과,30
B333,의료IT마케팅학과,30
B401,의료IT마케팅학과,30
B403,의료IT마케팅학과,30
B406,의료IT마케팅학과,30
B411,의료IT마케팅학과,30
B422,의료IT마케팅학과,30
B503,교양학부,30
B504,교양학부,30
B505,교양학부,30
B512,교양학부,30
B513,교양학부,30
B517,교양학부,30
B522,교양학부,30
B526,교양학부,30
B534,교양학부,30
B535,교양학부,30
C101,공간정보공학과,30
C107,공간정보공학과,30
C122,공간정보공학과,30
C124,공간정보공학과,30
C125,공간정보공학과,30
C133,공간정보공학과,30
C134,공간정보공학과,30
C135,공간정보공학과,30
C136,공간정보공학과,30
C207,공간정보공학과,30
C212,공간정보공학과,30
C215,공간정보공학과,30
C221,공간정보공학과,30
C225,공간정보공학과,30
C233,공간정보공학과,30
C234,공간정보공학과,30
C235,공간정보공학과,30
C237,공간정보공학과,30
C302,공간정보공학과,30
C303,공간정보공학과,30
C304,공간정보공학과,30
C305,공간정보공학과,30
C306,공간정보공학과,30
C311,공간정보공학과,30
C312,공간정보공학과,30
C316,공간정보공학과,30
C321,공간정보공학과,30
C325,공간정보공학과,30
C326,공간정보공학과,30
C327,공간정보공학과,30
C335,공간정보공학과,30
C401,공간정보공학과,30
C402,공간정보공학과,30
C403,공간정보공학과,30
C404,공간정보공학과,30
C405,공간정보공학과,30
C406,공간정보공학과,30
C412,공간정보공학과,30
C413,공간정보공학과,30
C414,공간정보공학과,30
C415,공간정보공학과,30
C416,공간정보공학과,30
C421,공간정보공학과,30
C426,공간정보공학과,30
C427,공간정보공학과,30
C433,공간정보공학과,30
C504,교양학부,30
C507,교양학부,30
C511,교양학부,30
C512,교양학부,30
C513,교양학부,30
C514,교양학부,30
C522,교양학부,30
C523,교양학부,30
C526,교양학부,30
C531,교양학부,30
C532,교양학부,30
C534,교양학부,30
C536,교양학부,30
D102,치위생학과,30
D107,치위생학과,30
D111,치위생학과,30
D114,치위생학과,30
D121,치위생학과,30
D122,치위생학과,30
D125,치위생학과,30
D127,치위생학과,30
D132,치위생학과,30
D133,치위생학과,30
D134,치위생학과,30
D136,치위생학과,30
D202,치위생학과,30
D203,치위생학과,30
D204,치위생학과,30
D214,치위생학과,30
D217,치위생학과,30
D223,치위생학과,30
D224,치위생학과,30
D225,치위생학과,30
D231,치위생학과,30
D233,치위생학과,30
D235,치위생학과,30
D236,치위생학과,30
D302,치위생학과,30
D311,치위생학과,30
D312,치위생학과,30
D314,치위생학과,30
D315,치위생학과,30
D317,치위생학과,30
D322,치위생학과,30
D323,치위생학과,30
D327,치위생학과,30
D403,치위생학과,30
D405,치위생학과,30
D407,치위생학과,30
D412,치위생학과,30
D417,치위생학과,30
D423,치위생학과,30
D424,치위생학과,30
D435,치위생학과,30
D437,치위생학과,30
D501,교양학부,30
D503,교양학부,30
D504,교양학부,30
D507,교양학부,30
D514,교양학부,30
D515,교양학부,30
D516,교양학부,30
D521,교양학부,30
D522,교양학부,30
D531,교양학부,30
D534,교양학부,30
E105,융합소프트웨어학과,30
E123,융합소프트웨어학과,30
E132,융합소프트웨어학과,30
E136,융합소프트웨어학과,30
E137,융합소프트웨어학과,30
E205,융합소프트웨어학과,30
E206,융합소프트웨어학과,30
E212,융합소프트웨어학과,30
E213,융합소프트웨어학과,30
E215,융합소프트웨어학과,30
E216,융합소프트웨어학과,30
E217,융합소프트웨어학과,30
E221,융합소프트웨어학과,30
E233,융합소프트웨어학과,30
E237,융합소프트웨어학과,30
E301,융합소프트웨어학과,30
E303,융합소프트웨어학과,30
E307,융합소프트웨어학과,30
E312,융합소프트웨어학과,30
E314,융합소프트웨어학과,30
E315,융합소프트웨어학과,30
E321,융합소프트웨어학과,30
E327,융합소프트웨어학과,30
E335,융합소프트웨어학과,30
E401,융합소프트웨어학과,30
E404,융합소프트웨어학과,30
E407,융합소프트웨어학과,30
E412,융합소프트웨어학과,30
E415,융합소프트웨어학과,30
E417,융합소프트웨어학과,30
E421,융합소프트웨어학과,30
E422,융합소프트웨어학과,30
E423,융합소프트웨어학과,30
E424,융합소프트웨어학과,30
E425,융합소프트웨어학과,30
E427,융합소프트웨어학과,30
E434,융합소프트웨어학과,30
E503,교양학부,30
E506,교양학부,30
E512,교양학부,30
E513,교양학부,30
E516,교양학부,30
E522,교양학부,30
E523,교양학부,30
E525,교양학부,30
E531,교양학부,30
E534,교양학부,30
