13413061,198,137
11641950,157,140
16264417,111,231
16925320,166,124
18580513,130,94
15741278,192,82
18983218,199,144
14505339,149,74
15077182,171,171
15741278,198,138
17361219,156,144
16075456,168,150
13312008,143,168
17917134,197,157
16075456,169,74
11641950,169,154
13066138,185,116
17900716,﻿103,94
14505339,137,160
13116672,﻿103,153
16545905,178,143
16925320,181,124
18983218,178,124
18517142,166,110
11571985,107,228
15741278,175,171
17714836,153,152
16075456,148,90
13066138,160,103
14944496,199,104
11384518,137,135
16545905,189,129
18738815,200,156
18983218,187,116
16365457,198,161
18517142,159,107
17714836,168,87
17714836,164,72
18623492,159,83
18517142,185,90
16264417,161,97
17991177,200,174
14522837,131,132
17917134,155,182
18534172,200,127
16264417,149,148
16264417,143,175
13366158,197,95
17663674,175,77
13366158,192,120
14522837,108,165
14086170,107,228
18580513,107,228
11384518,107,221
13026057,﻿103,102
17663674,187,152
18321025,107,156
17663674,185,77
16365457,146,91
18623492,171,113
15077182,192,78
14086170,111,223
18623492,185,90
14086170,115,98
15551501,145,163
18517142,192,107
15551501,149,107
18321025,111,225
16545905,146,127
16545905,145,75
17361219,108,92
18623492,180,145
18623492,182,167
13786335,﻿103,122
16545905,149,121
14522837,169,83
14410736,﻿103,91
11675665,161,142
14522837,174,127
11763630,200,83
11958163,155,187
14086170,137,176
11052377,156,109
13428095,200,140
14613539,143,163
11384518,198,118
14613539,148,155
14086170,144,118
15551501,171,111
11958163,187,159
16448039,146,156
15551501,178,153
11958163,180,172
14522837,148,159
13458924,153,138
11052377,149,115
14613539,137,153
14086170,156,90
14086170,157,93
16264417,169,85
11052377,131,132
12630221,152,113
12630221,150,167
14086170,152,116
12949859,177,87
12630221,108,159
14505339,182,153
16448039,169,91
17025279,124,143
11384518,168,170
11420420,171,136
15077182,130,122
14505339,177,118
11699098,185,130
11675665,131,146
11675665,130,118
14205266,108,160
14165898,171,171
17361219,186,128
12949859,156,102
13413061,175,74
13413061,173,126
11699098,156,132
11710000,107,155
11052377,185,101
13251716,107,228
11420420,152,109
14613539,175,127
17361219,178,133
14522837,198,104
16075456,185,148
11052377,171,80
14522837,197,148
11420420,143,126
11384518,182,173
16075456,187,98
11699098,168,136
11052377,174,85
13251716,111,193
16360899,111,248
11763630,175,137
16360899,175,135
14165898,156,95
15844246,137,120
13553749,108,167
14890181,168,126
11453382,173,117
16360899,185,107
11763630,164,106
14165898,164,133
17769907,175,162
17769907,173,105
14165898,168,80
14165898,169,80
17770921,111,174
17507015,148,171
14890181,175,143
18947507,152,172
14890181,177,134
16102585,﻿103,138
13850377,180,89
18947507,157,104
11453382,161,136
11763630,153,154
16360899,153,106
14165898,130,124
11763630,158,136
18132894,185,171
15743856,124,83
14890181,145,147
18947507,148,149
16360899,143,90
13850377,169,159
11420420,187,171
15361588,200,110
15120243,148,113
14890181,150,115
16360899,159,106
16360899,156,132
11267469,171,92
18511553,150,99
11763630,126,101
17025034,﻿103,109
14890181,131,146
14890181,130,143
11267469,157,138
18947507,199,143
18132894,143,116
17507015,197,168
16371161,107,174
11052377,107,165
15973423,111,227
16371161,111,243
16135209,199,142
11201114,137,145
18947507,174,94
11453382,189,149
12507539,159,153
11444002,173,155
18983218,111,212
12230739,150,131
12507539,152,89
12507539,153,102
17877598,199,74
17877598,198,131
16214530,189,155
16545905,124,107
18511553,107,228
18954843,157,114
11571985,186,104
11571985,189,150
11552570,111,222
11444002,156,152
16214530,153,116
16214530,155,129
14944496,126,88
11571985,174,162
13553749,159,122
13739523,166,115
11444002,148,124
16214530,164,129
11552570,108,104
16925320,115,151
16286943,148,116
13553749,143,127
12230739,189,86
13553749,144,156
16286943,145,148
15844246,177,170
15844246,174,159
14944496,186,70
18947507,126,98
18513362,168,167
16214530,145,170
18513362,169,158
14704164,130,167
11641950,126,153
14944496,178,192
16214530,143,123
18513362,178,155
13553749,126,72
11571985,149,119
12230739,173,126
18513362,171,146
17714836,198,101
18513362,174,157
11641950,108,119
11763630,189,162
13553749,111,186
16286943,156,112
13553749,115,166
14890181,192,78
14890181,197,161
14944496,153,148
14944496,152,152
18983218,143,101
16925320,159,116
12099365,159,102
12246978,198,103
16559235,173,78
18583858,175,113
12246978,192,174
14522837,200,82
18583858,171,82
11552570,178,126
13179179,108,153
17416649,192,132
17051579,152,90
17416649,197,122
16517090,137,167
14122155,189,168
17991177,111,162
17051579,143,127
16559235,197,146
17051579,169,81
15503428,182,87
17877598,124,119
16559235,198,152
16517090,156,175
18583858,180,174
17051579,156,158
14122155,168,105
18583858,182,139
11552570,189,153
14473021,143,146
15623763,107,187
15503428,199,92
12614144,146,100
18580513,200,112
16952115,158,74
15503428,160,83
17877598,148,95
12901487,164,83
17877598,152,153
12099365,181,136
15503428,171,143
18565137,199,139
16517090,181,147
12614144,126,137
15623763,150,129
12230739,200,121
16559235,153,126
16952115,137,143
12992269,192,167
15503428,146,119
17877598,173,122
17051579,111,155
16559235,161,112
15623763,148,144
12099365,161,141
15503428,157,108
15623763,175,93
18542806,115,148
11427785,156,168
14374854,160,117
11427785,159,147
13641174,186,153
12992269,174,125
17416649,115,161
12323214,187,162
12192190,166,152
17923646,﻿103,152
15846151,115,141
18542806,124,79
14502994,131,157
16754371,166,100
13179179,171,168
16754371,164,71
13641174,175,169
16371161,137,174
13957917,107,169
14729288,153,117
14729288,155,185
12192190,159,158
17317143,198,116
13473700,192,144
11427785,177,89
14510913,115,86
13179179,166,104
13179179,164,163
12992269,150,145
16371161,148,130
12192190,186,114
14502994,143,90
18542806,143,108
14502994,145,120
13850377,200,152
15623763,185,130
16754371,146,106
13179179,150,178
12992269,164,167
14729288,174,105
13162029,﻿103,143
14294121,﻿103,152
18542806,153,122
15120243,158,124
12992269,130,143
18565137,124,157
18610394,186,98
15120243,160,167
13179179,130,156
17991177,157,129
14122155,145,142
17991177,159,88
11427785,181,171
14473021,160,117
16371161,181,144
14510913,153,145
16371161,189,80
18403815,111,170
15120243,178,103
14122155,115,154
17416649,177,149
13004846,﻿103,159
14473021,173,174
12201355,168,153
18403815,107,158
12323214,158,140
13980895,﻿103,138
15120243,189,107
13179179,111,226
13641174,198,187
12992269,124,100
14473021,182,94
12071396,164,108
16492778,155,148
15682183,175,77
13251716,130,114
12071396,169,149
12029163,111,212
14334372,111,169
11765203,198,148
12954712,146,115
13425122,107,140
18844227,131,96
18003445,157,106
16492778,161,85
12201355,149,101
14099995,189,126
12308565,108,135
16796727,149,86
14099995,185,167
13797062,199,71
14635260,173,115
14334372,137,128
13609819,200,163
15682183,150,137
16139472,186,71
15946039,177,149
12323214,126,120
14099995,177,114
13786291,146,100
13553749,200,107
11699098,111,242
18403815,156,135
17317143,115,173
12071396,180,93
13366158,108,79
12071396,182,162
12820800,﻿103,107
16492778,144,149
14539585,178,179
12071396,178,178
17317143,124,82
13251716,164,90
14099995,161,92
14099995,164,142
11350390,137,139
11931651,108,157
16492778,198,166
14205266,178,103
12376134,148,139
14539585,108,169
18263627,197,88
11931651,131,74
18844227,171,109
13797062,160,106
14502994,174,135
14502994,175,135
14729288,107,163
12954712,173,80
14334372,168,175
15844246,200,180
18003445,182,171
17377505,111,229
18003445,181,95
14334372,161,153
13251716,178,194
18844227,161,171
14502994,177,82
14374854,146,149
17317143,158,162
14502994,181,119
12954712,161,129
14334372,175,169
12954712,164,137
15743856,200,91
17317143,150,96
14374854,158,121
14374854,159,87
13786291,175,136
14374854,157,110
17317143,166,154
12376134,155,141
12954712,152,151
18403815,185,115
12400016,124,93
18003445,161,117
12376134,153,96
13251716,199,164
11931651,148,123
11470926,155,182
15455732,﻿103,102
18263627,153,140
18263627,155,157
13366158,164,149
13366158,166,88
17514356,158,113
17758630,111,195
13234057,157,114
17286889,181,81
15011031,155,167
11931651,164,70
12376134,174,119
17286889,178,191
12086837,180,134
17514356,173,114
14197821,131,152
12400016,159,119
13366158,187,123
17514356,178,180
17663674,145,128
12400016,155,101
13366158,182,142
14197821,145,151
18758661,158,79
12376134,198,98
15011031,137,176
18109355,169,86
16517090,108,83
12400016,174,125
12400016,177,78
11350390,144,142
11350390,148,166
18109355,161,104
11350390,149,142
15946039,150,153
12086837,198,139
15011031,107,142
15011031,108,170
13234057,199,102
16139472,175,76
12029163,166,98
12029163,164,147
16705296,107,147
13366158,111,187
12400016,187,109
17758630,166,168
17514356,107,152
18109355,152,176
13765238,﻿103,113
12029163,137,170
13234057,166,97
16139472,145,158
13221833,﻿103,160
11470926,178,163
12029163,130,166
17663674,108,122
11350390,161,80
13366158,143,172
13366158,144,163
18580513,192,126
11470926,169,91
16139472,155,191
14334372,107,167
12029163,145,149
18263627,143,131
17663674,111,194
13366158,130,169
17810727,111,171
17286889,199,72
18455484,155,184
14771870,144,174
11036335,177,129
18348188,146,116
15039407,197,163
18256881,199,100
16258803,192,147
17829138,152,106
17007232,145,75
17007232,148,124
17829138,158,102
14130958,115,100
18348188,159,95
16258803,178,183
17670991,187,106
16258803,180,97
15039407,178,173
13981314,130,162
12974599,131,88
14771870,161,152
15572497,150,129
17829138,137,158
14771870,168,149
17467425,200,96
17829138,131,84
16075859,124,135
15921192,107,197
18455484,137,89
15572497,149,70
12912042,197,105
17028514,192,157
18455484,124,107
16258803,148,142
17007232,186,153
16921737,175,85
16921737,173,136
17754959,187,137
14771870,107,208
17829138,198,119
16633847,107,224
12957872,137,177
17007232,192,133
16280710,169,166
18455484,107,170
14699632,174,118
18680872,182,127
18680872,161,170
16921737,159,103
15921192,159,145
14955513,115,171
15921192,156,81
12957872,146,78
15439666,166,167
15572497,192,129
17829138,175,164
15921192,149,68
15572497,199,137
17829138,177,115
17829138,182,100
17960152,﻿103,136
15921192,168,88
14197821,182,154
15921192,161,76
18348188,174,91
14197821,192,102
15802334,﻿103,113
15439666,152,119
17028514,158,170
18819710,146,76
14699632,192,170
13981314,107,185
18610848,144,114
15430763,130,101
14400705,111,215
17723704,164,89
14400705,115,85
17723704,169,77
15668077,155,155
12304810,150,151
11339645,124,151
12304810,166,111
16280710,124,133
17482415,111,184
18503037,124,134
12304810,161,128
17873313,200,141
11421522,157,136
18503037,111,185
15815841,152,172
17723704,181,81
17482415,148,119
17482415,143,95
14720992,145,96
15668077,131,114
